Payload	Attacker
Ok. Very good. Its all about making that money.	0
Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)	0
Ok.ok ok..then..whats ur todays plan	0
ARE YOU IN TOWN? THIS IS V. IMPORTANT	0
If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.	0
Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.	0
I'm gonna rip out my uterus.	0
Cool. Do you like swimming? I have a pool and jacuzzi at my house.	0
Blank is Blank. But wat is blank? Lol	0
I'm in a movie... Collect car oredi...	0
Nothing spl..wat abt u and whr ru?	0
No chikku nt yet.. Ya i'm free	0
I'm at home. Please call	0
I guess you could be as good an excuse as any, lol.	0
Old Orchard near univ. How about you?	0
4 tacos + 1 rajas burrito, right?	0
Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.	0
We stopped to get ice cream and will go back after	0
2/2 146tf150p	0
Hey i'm bored... So i'm thinking of u... So wat r u doing?	0
Aight, let me know when you're gonna be around usf	0
I'm not. She lip synced with shangela.	0
Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call08704439680. When booking quote 1st class x 2	0
Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*	0
Ya that one is slow as poo	0
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com	0
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.	0
Lol no ouch but wish i'd stayed out a bit longer	0
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo	0
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+	0
Someone U know has asked our dating service 2 contact you! Cant guess who? CALL09058095107 NOW all will be revealed. POBox 7, S3XY 150p 	0
Yes.mum lookin strong:)	0
Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.	0
Love it! The girls at the office may wonder why you are smiling but sore...	0
I came hostel. I m going to sleep. Plz call me up before class. Hrishi.	0
Ok... But bag again..	0
Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876	0
"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night"	0
Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.	0
How r ü going to send it to me?	0
Let me know if you need anything else. Salad or desert or something... How many beers shall i get?	0
Wat r u doing?	0
"Are you sure you don't mean ""get here, we made you hold all the weed"""	0
I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*	0
Hey are you angry with me. Reply me dr.	0
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."	0
For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;	0
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"	0
It's ok, at least armand's still around	0
No da. I am happy that we sit together na	0
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.	0
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call09061701851. Claim code K61. Valid 12hours only	0
At the funeral home with Audrey and dad	0
Aight, can you text me the address?	0
Pls i wont belive god.not only jesus.	0
Can. Dunno wat to get 4 her...	0
This is my number by vivek..	0
74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC	0
You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.	0
Just normal only here :)	0
Hi. I'm always online on yahoo and would like to chat with you someday	0
Goodmorning,my grandfather expired..so am on leave today.	0
Sure, I'll see if I can come by in a bit	0
I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.	0
I had askd u a question some hours before. Its answer	0
Watching tv lor. Nice one then i like lor.	0
Early bird! Any purchases yet?	0
Went to pay rent. So i had to go to the bank to authorise the payment.	0
Howz pain.it will come down today.do as i said ystrday.ice and medicine.	0
chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.	0
Mmmm.... I cant wait to lick it!	0
Pls go there today  &lt;#&gt; . I dont want any excuses	0
U in town alone?	0
I to am looking forward to all the sex cuddling.. Only two more sleeps 	0
Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)	0
oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight	0
No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?	0
R u still working now?	0
Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05	0
Customer place, i wil cal u sir.	0
THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx	0
Theoretically yeah, he could be able to come	0
No let me do the math. Your not good at it.	0
Oh ok wait 4 me there... My lect havent finish	0
"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-)."	0
No. Did you multimedia message them or e-mail?	0
Sorry sir, i will call you tomorrow.  senthil.hsbc	0
What you need. You have a person to give na.	0
Can you plz tell me the ans. BSLVYL sent via fullonsms.com	0
"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon...."	0
Like a personal sized or what	0
Same, I'm at my great aunts anniversary party in tarpon springs	0
Unlimited texts. Limited minutes.	0
Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on08000839402 or call2optout/HF8	0
Have you heard from this week?	0
Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call09061743806 from landline. TCs SAE Box326 CW25WX 150ppm	0
No. Thank you. You've been wonderful	0
Otherwise had part time job na-tuition..	0
That depends. How would you like to be treated? :)	0
Right on brah, see you later	0
Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call08000930705 for delivery tomorrow	0
Went fast asleep dear.take care.	0
Serious? What like proper tongued her	0
She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance	0
Yeah whatever lol	0
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy	0
Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not...	0
No need to ke qi... Ü too bored izzit y suddenly thk of this...	0
"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here.."""	0
Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?	0
As if i wasn't having enough trouble sleeping.	0
I havent add ü yet right.. 	0
Yes. Nigh you cant aha.	0
I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 	0
Playin space poker, u?	0
How come guoyang go n tell her? Then u told her?	0
Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?	0
WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!	0
"Free Msg: get Gnarls Barkleys ""Crazy"" ringtone TOTALLY FREE just reply GO to this message right now!"	0
She's borderline but yeah whatever.	0
I will be gentle princess! We will make sweet gentle love...	0
How u doin baby girl ?? hope u are okay every time I call ure phone is off! I miss u get in touch	0
HMM yeah if your not too grooved out! And im looking forward to my pound special :)	0
I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.	0
Refused a loan? Secured or Unsecured? Can't get credit? Call free now0800 195 6669 or text back 'help' & we will!	0
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?	0
Where is that one day training:-)	0
So i could kiss and feel you next to me...	0
Your dad is back in ph?	0
"You have been specially selected to receive a ""3000 award! Call08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"	0
Love you aathi..love u lot..	0
I was just callin to say hi. Take care bruv!	0
Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.	0
That's the trouble with classes that go well - you're due a dodgey one … Expecting mine tomo! See you for recovery, same time, same place 	0
Night night, see you tomorrow	0
Roger that. We‘re probably going to rem in about 20	0
Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on08000839402 NOW! or 2stoptxt T&Cs	0
Reason is if the team budget is available at last they buy the unsold players for at base rate..	0
Huh i cant thk of more oredi how many pages do we have?	0
His frens go then he in lor. Not alone wif my mum n sis lor.	0
Whatever, juliana. Do whatever you want.	0
Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e	0
Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...	0
(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..	0
Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word	0
I love to cuddle! I want to hold you in my strong arms right now...	0
Bored housewives! Chat n date now!0871750.77.11! BT-national rate 10p/min only from landlines!	0
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now08000930705 Del Thurs	0
He's just gonna worry for nothing. And he won't give you money its no use.	0
Did you get any gift? This year i didnt get anything. So bad	0
, ow u dey.i paid 60,400thousad.i told  u would call . 	0
IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx	0
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 	0
Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text	0
Ok.	0
Sorry, I can't text &amp; drive coherently, see you in twenty	0
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.	0
"""GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI"""	0
We have to pick rayan macleran there.	0
U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...	0
&lt;#&gt;  in mca. But not conform.	0
Oh ok.. Wat's ur email?	0
[…] anyway, many good evenings to u! s	0
Cool, I'll text you in a few	0
I am taking you for italian food. How about a pretty dress with no panties? :)	0
Wot u up 2? Thout u were gonna call me!! Txt bak luv K	0
Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... 	0
Hope you are not scared!	0
Please call our customer service representative on FREEPHONE0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!	0
What time do u get out?	0
If You mean the website. Yes.	0
Win a £1000 cash prize or a prize worth £5000	0
Yeah that's the impression I got	0
Ok ok take care. I can understand.	0
I was slept that time.you there?	0
dont make ne plans for nxt wknd coz she wants us to come down then ok	0
Noice. Text me when you're here	0
Hi di is yijue we're meeting at 7 pm at esaplanade tonight.	0
Aight I've been set free, think you could text me blake's address? It occurs to me I'm not quite as sure what I'm doing as I thought I was	0
Hi dear we saw dear. We both are happy. Where you my battery is low	0
Dont kick coco when he's down	0
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit	0
Hope youre not having too much fun without me!! see u tomorrow love jess x	0
Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all	0
Was the actual exam harder than NBME	0
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol	0
Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.	0
Gam gone after outstanding innings.	0
Hurry home. Soup is DONE!	0
No no. I will check all rooms befor activities	0
Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.	0
Lemme know when you're here	0
How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea	0
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call08000930705 Now	0
"""Life is nothing wen v get everything"". But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"	0
how are you? I miss you!	0
i am going to bed now prin	0
I think just yourself …Thanks and see you tomo	0
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup.08714342399.2stop reply STOP. msg@£1.50rcvd	0
Ok then i will come to ur home after half an hour	0
Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today...	0
K then 2marrow are you coming to class.	0
I want to lick your pussy now...	0
Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack	0
Thought we could go out for dinner. I'll treat you! Seem ok?	0
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?	0
Sure thing big man. i have hockey elections at 6, shouldn‘t go on longer than an hour though	0
Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...	0
Yunny... I'm goin to be late	0
Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later	0
May b approve panalam...but it should have more posts..	0
SPJanuary Male Sale! Hot Gay chat now cheaper, call08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call08712460324 (10p/min)	0
Me i'm not workin. Once i get job...	0
And by when you're done I mean now	0
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd08700621170150p per msg reply Stop to end	0
Is it your yahoo boys that bring in the perf? Or legal.	0
Just got to  &lt;#&gt;	0
Good! No, don‘t need any receipts—well done! (…) Yes, please tell . What‘s her number, i could ring her	0
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)	0
Infact happy new year. How are you where are you when are we seeing	0
Lol I would but despite these cramps I like being a girl.	0
I cant wait for cornwall. Hope tonight isnt too bad as well but its rock night shite. Anyway im going for a kip now have a good night. Speak to you soon.	0
Haven't found a way to get another app for your phone, eh ? Will you go to the net cafe ? Did you take that job? Geeee I need you babe. I crave to see you ...	0
I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?	0
URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins	0
Haf u eaten? Wat time u wan me 2 come?	0
This single single answers are we fighting? Plus i said am broke and you didnt reply	0
It certainly puts things into perspective when something like this happens	0
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on08002986030	0
How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.	0
Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.	0
Well if I'm that desperate I'll just call armand again	0
Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic	0
Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!	0
Ok... But they said i've got wisdom teeth hidden inside n mayb need 2 remove.	0
And pls pls drink plenty plenty water	0
Ok lor then we go tog lor...	0
Two teams waiting for some players	0
Ok da, i already planned. I wil pick you.	0
Urgent! Please call0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+	0
I'm good. Have you registered to vote?	0
Hmm ok, i'll stay for like an hour cos my eye is really sore!	0
Well the general price is  &lt;#&gt; /oz, let me know if/when/how much you want	0
Sorry, I'll call later	0
Ok i'm coming home now.	0
Can not use foreign stamps in this country.	0
FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+	0
Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply	0
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford	0
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*	0
IMPORTANT INFORMATION 4 ORANGE USER0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com THERE'S A FANTASTIC PRIZEAWAITING YOU!	0
Get the door, I'm here	0
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!	0
No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)	0
I attended but nothing is there.	0
Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.	0
Will be office around 4 pm. Now i am going hospital.	0
Actually i'm waiting for 2 weeks when they start putting ad.	0
Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.	0
Yo you around? A friend of mine's lookin to pick up later tonight	0
"""The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!"", Gud night...."	0
Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.	0
Have you bookedthe hut? And also your time off? How are you by the way?	0
And several to you sir.	0
My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...	0
Now only i reached home. . . I am very tired now. . I will come tomorro	0
Life style garments account no please.	0
Lol wtf random. Btw is that your lunch break	0
Detroit. The home of snow. Enjoy it.	0
Show ur colours! Euro 2004 2-4-1 Offer! Get an England Flag & 3Lions tone on ur phone! Click on the following service message for info!	0
Is toshiba portege m100 gd?	0
Well welp is sort of a semiobscure internet thing	0
Loosu go to hospital. De dont let it careless.	0
How much for an eighth?	0
Juz now havent woke up so a bit blur blur... Can? Dad went out liao... I cant cum now oso...	0
How about clothes, jewelry, and trips?	0
important information 4 orange user . today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!	0
I am late. I will be there at	0
Pls dont forget to study	0
You'll never believe this but i have actually got off at taunton. Wow	0
&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla	0
The greatest test of courage on earth is to bear defeat without losing heart....gn tc	0
Beauty sleep can help ur pimples too.	0
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today	0
Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.	0
Ball is moving a lot.will spin in last :)so very difficult to bat:)	0
I'm glad. You are following your dreams.	0
I've reached home finally...	0
Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)	0
U can call now...	0
I pocked you up there before	0
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing	0
Okay, good, no problem, and thanx!	0
For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.	0
You best watch what you say cause I get drunk as a motherfucker	0
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA	0
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???	0
WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins	0
Are there TA jobs available? Let me know please cos i really need to start working	0
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.	0
Yo come over carlos will be here soon	0
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.	0
He dint tell anything. He is angry on me that why you told to abi.	0
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL09058091854 NOW all will be revealed. PO BOX385 M6 6WU	0
I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?	0
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.	0
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN 	0
S...i will take mokka players only:)	0
K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;	0
Sorry . I will be able to get to you. See you in the morning.	0
Am only searching for good dual sim mobile pa.	0
That seems unnecessarily hostile	0
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)	0
i thought we were doing a king of the hill thing there.	0
Y bishan lei... I tot ü say lavender? 	0
Boo what time u get out? U were supposed to take me shopping today. :(	0
on a Tuesday night r u 4 real	0
Yes when is the appt again?	0
Ü all write or wat..	0
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!	0
Enjoy urself tmr...	0
You still around? I could use a half-8th	0
Ü bot notes oredi... Cos i juz rem i got...	0
Yes. Rent is very expensive so its the way we save.	0
Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits	0
important information 4 orange user0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!	0
HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ	0
Our dating service has been asked 2 contact U by someone shy! CALL09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p	0
"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8"	0
I can't right this second, gotta hit people up first	0
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.	0
Mm yes dear look how i am hugging you both. :-P	0
Anytime lor...	0
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now08000930705 for del Sat AM	0
Me fine..absolutly fine	0
K and you're sure I don't have to have consent forms to do it :V	0
How much is torch in 9ja.	0
Doing nothing, then u not having dinner w us?	0
Mathews or tait or edwards or anderson	0
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke	0
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705	0
, im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, 	0
K I'm ready,  &lt;#&gt; ?	0
Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!	0
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...	0
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!	0
When did dad get back.	0
Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.	0
Many times we lose our best ones bcoz we are 	0
Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8	0
Dun need to use dial up juz open da browser n surf...	0
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP	0
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""	0
You also didnt get na hi hi hi hi hi	0
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.	0
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.	0
says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !	0
When you get free, call me	0
Still at west coast... Haiz... Ü'll take forever to come back...	0
MMM ... Fuck .... Merry Christmas to me	0
Just now saw your message.it k da:)	0
Was it something u ate?	0
Hey they r not watching movie tonight so i'll prob b home early...	0
Yar lor... How u noe? U used dat route too?	0
Can u look 4 me in da lib i got stuff havent finish yet.	0
Sounds great! Im going to sleep now. Have a good night!	0
How come u got nothing to do?	0
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love	0
I'm going 2 orchard now laready me reaching soon. U reaching?	0
Dear i am not denying your words please	0
2 celebrate my bday, y else?	0
Merry christmas to u too annie!	0
Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ	0
Awesome, be there in a minute	0
Or I guess  &lt;#&gt;  min	0
I'm home. Ard wat time will u reach?	0
Aight should I just plan to come up later tonight?	0
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...	0
Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.	0
Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?	0
"""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X"""	0
Hey u still at the gym?	0
Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.	0
Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester	0
S but not able to sleep.	0
Want explicit SEX in 30 secs? Ring02073162414 now! Costs 20p/min	0
Oh :-)only 4 outside players allowed to play know	0
I anything lor.	0
No..its ful of song lyrics..	0
What do u reckon as need 2 arrange transport if u can't do it, thanks	0
What not under standing.	0
have * good weekend.	0
The new deus ex game comin early next yr	0
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7	0
LOL .. *grins* .. I'm not babe, but thanks for thinking of me!	0
Man this bus is so so so slow. I think you're gonna get there before me	0
Ok	0
Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+	0
So wat's da decision?	0
